name,num_locations,categories,raw_categories
85°C Bakery Cafe - Mira Mesa,1,Bakery|coffee_shop|Dessert shop|restaurant,Bakery|Cafe|Coffee shop|Dessert shop|Restaurant
88 Ranch Marketplace,1,Asian grocery store|Grocery store|Indian grocery store|Produce market|Seafood market|Supermarket,Asian grocery store|Grocery store|Indian grocery store|Produce market|Seafood market|Supermarket
880 Harbor Island Dr Parking,1,Parking lot,Parking lot
888 Cleaners,1,Dry cleaner,Dry cleaner
888 Nails & Spa,1,beauty_salon,Nail salon
8Elements - Perfect Indian Cuisine,1,Indian restaurant,Indian restaurant
8Elements Express,1,Indian restaurant,Indian restaurant
8Free7,1,Gym|Massage therapist|Wellness center,Gym|Massage therapist|Wellness center
8th Street Station,2,Light rail station,Light rail station
8th Street Transit Center,1,Parking lot,Parking lot
900 Double Peak Dr Parking,1,Parking lot,Parking lot
900-914 Seacoast Dr Parking,1,Parking lot,Parking lot
905 Auto Auction,1,Auto auction|Used car dealer,Auto auction|Used car dealer
905 Smog Brake & Lamp Inspection,1,auto_repair,Auto repair shop
911 Restoration of San Diego,1,Building restoration service|Commercial cleaning service|Fire damage restoration service|Sewage disposal service|Water damage restoration service,Building restoration service|Commercial cleaning service|Fire damage restoration service|Sewage disposal service|Water damage restoration service
911 Windshield Repair & Replacement,1,Auto glass shop|Glass repair service,Auto glass shop|Glass repair service
91X XTRA-FM,1,Radio broadcaster,Radio broadcaster
94th Aero Squadron,1,American restaurant|Brunch restaurant|restaurant|Steak house,American restaurant|Brunch restaurant|Restaurant|Steak house
99 Cent Plus Store,1,,
99 Cent Store,1,Department store,Department store
99 Cent Store And Up,1,Dollar store,Dollar store
99 Cents Only Stores,19,Discount store|Discount supermarket|Dollar store|Grocery store|Kitchen supply store|Outlet store|Party store|Produce market|School supply store|Toy store|Variety store,Discount store|Discount supermarket|Dollar store|Grocery store|Kitchen supply store|Outlet store|Party store|Produce market|School supply store|Toy store|Variety store
99 Cents Plus Center,1,Variety store,Variety store
99 Cups of Coffee,1,coffee_shop|Espresso bar|Juice shop|Pastry shop|restaurant|Sandwich shop,Cafe|Coffee shop|Espresso bar|Juice shop|Pastry shop|Restaurant|Sandwich shop
99 Ranch Market,3,Asian grocery store|Chinese supermarket|Grocery store|Supermarket,Asian grocery store|Chinese supermarket|Grocery store|Supermarket
9FIVE Eyewear,1,Sunglasses store,Sunglasses store
9Round Fitness,2,Boxing club|Gym|Physical fitness program,Boxing club|Gym|Physical fitness program
9th Avenue Auto Services,1,RV repair shop,RV repair shop
9th Avenue Car Wash,1,Car wash,Car wash
9th Hole Snack Shop,1,Snack bar,Snack bar
A & B Auto Electric & Smog,1,Auto body shop,Auto body shop
A & B Auto Repair,1,auto_repair,Auto repair shop
A & B Truck Recycling,1,Auto body parts supplier|Auto parts store|Auto wrecker|Salvage yard|Truck repair shop|Used auto parts store,Auto body parts supplier|Auto parts store|Auto wrecker|Salvage yard|Truck repair shop|Used auto parts store
A & C Catering,1,Caterer,Caterer
A & C Tires & Services,1,Tire shop,Tire shop
A & D Towing,1,Towing service,Towing service
A & G Gomez Landscaping,1,Landscape designer|Landscaper,Landscape designer|Landscaper
A & J's Electronics & More,1,Electronics store,Electronics store
A & M Gold and Silver Jewelry,1,Jewelry store|Watch repair service,Jewelry store|Watch repair service
A & P Drive Thru Cleaners,1,Clothing alteration service|Dry cleaner|Laundromat|Leather cleaning service,Clothing alteration service|Dry cleaner|Laundromat|Leather cleaning service
A & P SMOG TEST ONLY STAR CERTIFIED,1,Car inspection station|Smog inspection station,Car inspection station|Smog inspection station
A & R Ornamental Iron Inc.,1,Metal fabricator,Metal fabricator
A & S Flooring,1,Flooring contractor,Flooring contractor
A Atlas Auto Recycling 2,1,Salvage yard,Salvage yard
A Baby Visit 3D 4D Ultrasound,1,Medical diagnostic imaging center|Pregnancy care center,Medical diagnostic imaging center|Pregnancy care center
A Beautiful You Salon,1,beauty_salon,Beauty salon|Hair salon
A Better Deal Tuxedos & Suits,1,Formal wear store|Men's clothing store|Tuxedo shop,Formal wear store|Men's clothing store|Tuxedo shop
A Bird Haven,1,Bird shop,Bird shop
A Bowl,1,Chinese restaurant|Shanghainese restaurant,Chinese restaurant|Shanghainese restaurant
A Brooklyn Pizza,1,Pizza delivery|Takeout Restaurant,Pizza delivery|Takeout Restaurant
A Brooklyn Pizzeria,1,Pizza delivery,Pizza delivery
A Chau Restaurant,1,Deli|Vietnamese restaurant,Deli|Vietnamese restaurant
A Childs Place Daycare,1,Day care center,Day care center
A Classic Tale,1,Book store|Gift shop|Toy store,Book store|Gift shop|Toy store
A Clear View Auto Glass,1,Auto glass shop|Glass & mirror shop|Glass industry|Glass repair service|Glass shop|Window installation service,Auto glass shop|Glass & mirror shop|Glass industry|Glass repair service|Glass shop|Window installation service
A Colorful Universe San Elijo,1,Art studio|Painting|Painting studio|Pottery store,Art studio|Painting|Painting studio|Pottery store
A Cut Above Pet Grooming,1,Pet groomer,Pet groomer
A Delight of France,1,Bakery|restaurant,Bakery|Restaurant
A Green Alternative Recreational Cannabis Dispensary,1,Alternative medicine practitioner|Cannabis store|Wellness center,Alternative medicine practitioner|Cannabis store|Wellness center
A Gunalp Horologist Fine Watch & Clock Shop,1,Clock repair service|Watch repair service,Clock repair service|Watch repair service
A Hair Design Barber & Salon,1,Barber shop,Barber shop
"A Hand To Hold, LLC, Geriatric Care Management & Care Coordination",1,Health consultant,Health consultant
A L Animal Care,1,Pet boarding service|Pet groomer,Pet boarding service|Pet groomer
A L Jacobs & Sons,1,Jeweler|Jewelry appraiser|Jewelry repair service,Jeweler|Jewelry appraiser|Jewelry repair service
A Lio Trucking,1,Trucking company,Trucking company
A Little Moore Cafe,1,coffee_shop,Cafe|Coffee shop
A New Bellissima Day Spa,1,beauty_salon|Day spa|Facial spa|Massage therapist,Beauty salon|Day spa|Facial spa|Hair salon|Massage therapist|Nail salon
A New Twist Hair Salon,1,beauty_salon,Hair salon
A Perfect Find,1,Discount store|Home goods store|Thrift store|Wholesaler,Discount store|Home goods store|Thrift store|Wholesaler
A Plus Appliance,1,Appliance repair service,Appliance repair service
A Plus Auto Center,1,auto_repair,Auto repair shop
A Plus Optometry,1,Eye care center|Optometrist,Eye care center|Optometrist
A Plus Smog Test Only Center,1,Smog inspection station,Smog inspection station
"A Premier Restoration Services, Inc.",1,Fire damage restoration service|Water damage restoration service,Fire damage restoration service|Water damage restoration service
A Quiet Place Floatation Spa,1,Day spa|Health spa|Massage therapist|Medical spa,Day spa|Health spa|Massage therapist|Medical spa
A Qwik Smog,1,Smog inspection station,Smog inspection station
A Robert Cromeans Salon,1,beauty_salon,Beauty salon|Hair salon
A Robert Cromeans Salon Pacific Beach,1,beauty_salon,Beauty salon|Hair salon
A S a P Plumbing,1,Plumbing supply store,Plumbing supply store
A SHIP IN THE WOODS,1,Art gallery|Cultural center,Art gallery|Cultural center
A Shop For Smiles - Richard J Hagstrom DDS,1,Cosmetic dentist|Dental implants provider|Dentist|Oral surgeon|Teeth whitening service,Cosmetic dentist|Dental implants provider|Dentist|Oral surgeon|Teeth whitening service
A Slice of Life Photography,1,Photographer|Portrait studio|Wedding photographer,Photographer|Portrait studio|Wedding photographer
A Smart Move,1,Mover|Moving and storage service|Moving supply store,Mover|Moving and storage service|Moving supply store
A Smog Check,1,Smog inspection station,Smog inspection station
A Step Above Dance Studio,1,Dance company|Dance school,Dance company|Dance school
A Stitch Above Upholstery,1,Upholstery shop,Upholstery shop
A Storage Place,3,Self-storage facility,Self-storage facility
A Strand Of Paradise,1,Vacation home rental agency,Vacation home rental agency
A TO Z SMOKE SHOP AND MINI MART LLC,1,Store,Store
A Time To Dance Performing,1,Dance company|Dance school,Dance company|Dance school
A To Z Metal Finishing Inc,1,Anodizer|Metal finisher|Powder coating service,Anodizer|Metal finisher|Powder coating service
A To Z Smog,1,auto_repair,Auto repair shop
A To Z Wireless,1,Cell phone store,Cell phone store
A Touch Of Thai Massage,1,Massage therapist,Massage therapist
A Touch of Clover Professional Skincare,1,beauty_salon|Facial spa|Skin care clinic,Beauty salon|Facial spa|Skin care clinic
A V Trucking,1,Trucking company,Trucking company
A World of Pottery,1,Mexican goods store|Pottery store|Warehouse,Mexican goods store|Pottery store|Warehouse
A Y's Designs in Iron,1,Construction|Professional services,Construction|Professional services
A official passport photo,1,Passport photo processor,Passport photo processor
A to Z Wireless,1,Electronics repair shop|Electronics store|Phone repair service,Electronics repair shop|Electronics store|Phone repair service
"A to Z Wireless Cellphone & Tablet Repair. We're open fixing phones, tablets, iPads, laptops, PS4, and other electronics",1,Cell phone accessory store|Data recovery service|Electronics repair shop|Phone repair service|Repair service,Cell phone accessory store|Data recovery service|Electronics repair shop|Phone repair service|Repair service
A to Z wireless,1,Cell phone accessory store|Electronics repair shop,Cell phone accessory store|Electronics repair shop
A&D Autowerks,1,auto_repair|Auto tune up service|Mechanic,Auto repair shop|Auto tune up service|Mechanic
"A&D Fire Sprinklers, Inc.",1,Fire protection equipment supplier|Fire protection service|Fire protection system supplier,Fire protection equipment supplier|Fire protection service|Fire protection system supplier
A&K NAILS & SPA,1,beauty_salon,Beauty salon|Nail salon
"A&O Logistics, LLC",1,Logistics service|Shipping company|Transportation service,Logistics service|Shipping company|Transportation service
A&S Books,1,Book store,Book store
A's Pizza and Grill,1,American restaurant,American restaurant
A+ Autocare,1,auto_repair,Auto repair shop
A+ Family Dentistry,2,Cosmetic dentist|Dentist,Cosmetic dentist|Dentist
"A+ Family Dentistry, Poway",1,Dentist,Dentist
"A+ San Diego Android, iPhone, & Computer Repair",1,Cell phone store,Cell phone store
A-1 Auto Care,1,Auto electrical service|auto_repair|Auto tune up service|Brake shop|Muffler shop|Oil change service|Tire shop,Auto electrical service|Auto repair shop|Auto tune up service|Brake shop|Muffler shop|Oil change service|Tire shop
A-1 Auto Repair,1,auto_repair,Auto repair shop
A-1 Broadway Foto,1,Fingerprinting service|Passport photo processor|Photographer,Fingerprinting service|Passport photo processor|Photographer
A-1 Collision Center,1,Auto body shop|Auto bodywork mechanic|Auto dent removal service|auto_repair|Auto restoration service|Chauffeur service,Auto body shop|Auto bodywork mechanic|Auto dent removal service|Auto repair shop|Auto restoration service|Chauffeur service
A-1 Dental Laboratory,1,Dental laboratory,Dental laboratory
A-1 Discount,1,Discount store,Discount store
A-1 Golf Cars,1,Golf cart dealer,Golf cart dealer
A-1 Liquor/Super 7,1,Liquor store,Liquor store
A-1 Lock & Safe,1,Locksmith,Locksmith
A-1 Moulding Supplies,1,Hardware store,Hardware store
A-1 Plumbing Sewer & Drain Experts,1,Plumber,Plumber
A-1 Self Storage,15,Business networking company|Business to business service|Moving and storage service|Moving supply store|Self-storage facility|Storage facility,Business networking company|Business to business service|Moving and storage service|Moving supply store|Self-storage facility|Storage facility
A-1 Sew & Vac Center,1,Janitorial equipment supplier|Sewing machine repair service|Sewing machine store|Vacuum cleaner repair shop|Vacuum cleaner store,Janitorial equipment supplier|Sewing machine repair service|Sewing machine store|Vacuum cleaner repair shop|Vacuum cleaner store
A-1 Smoke Shop,1,Tobacco shop,Tobacco shop
A-1 Stor-It,1,Automobile storage facility|Boat storage facility|Mover|Moving and storage service|RV storage facility|Self-storage facility|Storage,Automobile storage facility|Boat storage facility|Mover|Moving and storage service|RV storage facility|Self-storage facility|Storage
A-1 TOWING Services,1,Towing service,Towing service
A-Aardvark Self Storage,1,Self-storage facility|Storage facility,Self-storage facility|Storage facility
A-Advanced Locksmiths,1,Locksmith,Locksmith
A-B-CPR & First Aid Training Inc.,2,Adult education school|Class|Safety equipment supplier|Trade school,Adult education school|Class|Safety equipment supplier|Trade school
A-OK Power Equipment,1,Lawn mower store,Lawn mower store
A-On Auto Electric,1,Auto electrical service,Auto electrical service
A-Z SUBWOOFER & AMPLIFIER REPAIR,1,Electronics repair shop|Stereo repair service,Electronics repair shop|Stereo repair service
A.D. Livescan & Notary Services,2,Fingerprinting service|Notary public,Fingerprinting service|Notary public
A.R. Valentien,1,Californian restaurant|restaurant,Californian restaurant|Restaurant
A1 Auto Repair & Detail,1,Car repair and maintenance,Car repair and maintenance
A1 Hookah Bar,1,bar|Hookah bar|Lounge|Pool hall,Bar|Hookah bar|Lounge|Pool hall
A1 Rent a Car,1,Car rental agency,Car rental agency
A1 Soils,1,Landscaping supply store,Landscaping supply store
A2M Contractors,1,Bathroom remodeler|Contractor|General contractor|Kitchen remodeler|Roofing contractor,Bathroom remodeler|Contractor|General contractor|Kitchen remodeler|Roofing contractor
A2Z Smog & Auto Repair,1,auto_repair|Smog inspection station,Auto repair shop|Smog inspection station
A4A Tire Co,1,Tire shop,Tire shop
A4A Tire Co.,1,Tire shop,Tire shop
AA Auto Repair & Tires,1,Air conditioning repair service|Brake shop|Car repair and maintenance|Muffler shop|Transmission shop,Air conditioning repair service|Brake shop|Car repair and maintenance|Muffler shop|Transmission shop
AA Auto Transport,1,Vehicle shipping agent,Vehicle shipping agent
AA Smog Shop,1,Auto glass shop|auto_repair|Brake shop|Mechanic|Oil change service|Smog inspection station|Transmission shop,Auto glass shop|Auto repair shop|Brake shop|Mechanic|Oil change service|Smog inspection station|Transmission shop
AA-Beekeeper | Live Bee Removal & Relocation,1,Agricultural service,Agricultural service
AAA - Auto Club Driving School,1,Auto insurance agency|auto_repair|Driving school|Motorcycle insurance agency|Towing service,Auto insurance agency|Auto repair shop|Driving school|Motorcycle insurance agency|Towing service
AAA - Automobile Club of Southern California,10,Auto insurance agency|auto_repair|Motorcycle insurance agency|Towing service,Auto insurance agency|Auto repair shop|Motorcycle insurance agency|Towing service
AAA AUTO SALES,1,Used car dealer,Used car dealer
AAA Auto Repair & Trans,1,Auto electrical service|auto_repair|Auto tune up service|Brake shop|Transmission shop,Auto electrical service|Auto repair shop|Auto tune up service|Brake shop|Transmission shop
AAA Auto Sales,1,,
AAA Beauty College,1,Beauty school,Beauty school
AAA Live Scan of San Diego,1,Fingerprinting service,Fingerprinting service
